-2.733457626699999921e+00 -2.725501733119166214e+00
-2.379819927689999837e+00 -2.388901411808219244e+00
-2.109228044460000007e+00 -2.111468364907553408e+00
-1.917474123839999933e+00 -1.904357013719830016e+00
-1.686293336629999917e+00 -1.660672379173364410e+00
-2.493961106300000008e+00 -2.493463436707849201e+00
-2.367179574690000177e+00 -2.376135699128770540e+00
-2.316584128680000187e+00 -2.332302535360799567e+00
-2.031015266449999856e+00 -2.024267314669466966e+00
-2.569193845090000039e+00 -2.569210299166867273e+00
-1.795940106250000001e+00 -1.815608583146230082e+00
-2.497941101279999909e+00 -2.489500236893560814e+00
-2.254402705880000024e+00 -2.271495972171615918e+00
-2.585531635100000170e+00 -2.585752738643467552e+00
-1.436799856219999949e+00 -1.445514741137998938e+00
-2.429388054679999964e+00 -2.430082846645605699e+00
-1.511398761819999992e+00 -1.507074514724048742e+00
-1.953890092850000038e+00 -1.930486604850838450e+00
-2.363332808900000082e+00 -2.380937744398288647e+00
-2.705364709709999982e+00 -2.713983470386150731e+00
-1.931375297650000045e+00 -1.919582502414048264e+00
-2.261633167869999905e+00 -2.260734024863030989e+00
-1.933613769039999930e+00 -1.926900251447382084e+00
-1.443620810020000089e+00 -1.424978509781888558e+00
-1.976306023660000077e+00 -1.976524910021535852e+00
-2.102529306480000137e+00 -2.103112365064490508e+00
-2.131199738459999882e+00 -2.129698389659594238e+00
-1.657841321620000086e+00 -1.624004846027712334e+00
-2.213194207299999938e+00 -2.218654944624304459e+00
-2.802938629499999834e+00 -2.784563224250826252e+00
-1.875476380839999901e+00 -1.882239069773812501e+00
-1.549098494030000106e+00 -1.542278642976738112e+00
-2.032428135460000007e+00 -2.052358791483416933e+00
-2.028370746449999817e+00 -2.024175687485322950e+00
-2.586787969099999973e+00 -2.593305365223829373e+00
-2.357165225890000215e+00 -2.373159506924849449e+00
-1.774798273650000091e+00 -1.771738190712429661e+00
-2.071566458449999981e+00 -2.058241926512252018e+00
-2.175915563069999781e+00 -2.157201498208926704e+00
-2.353553626670000121e+00 -2.357691291501744946e+00
-1.901810993050000009e+00 -1.908774821607083894e+00
-2.256986509089999871e+00 -2.253674134678520957e+00
-2.454701717479999878e+00 -2.442868750386124166e+00
-2.788984290510000186e+00 -2.770613309564950111e+00
-2.577970388099999788e+00 -2.571637771346569235e+00
-2.313532937889999808e+00 -2.314188346577102262e+00
-2.158773112270000016e+00 -2.157078623308869236e+00
-2.304620185870000171e+00 -2.297358247810160847e+00
-2.940968625130000014e+00 -2.950505895987344473e+00
-2.563168535299999995e+00 -2.583676345057361878e+00
-2.742810946710000142e+00 -2.730522914731182471e+00
-2.718299622700000029e+00 -2.711065470906393049e+00
-1.225287919609999943e+00 -1.230832963943753633e+00
-2.353187491679999965e+00 -2.342422349185415698e+00
-1.930277439870000000e+00 -1.940043969102237531e+00
-2.613524508899999876e+00 -2.604846642786232902e+00
-1.675687375439999904e+00 -1.671238361430936292e+00
-2.238534567259999886e+00 -2.214154334760226384e+00
-1.665329270840000042e+00 -1.645727566717094081e+00
-2.227228429270000198e+00 -2.185790716343183338e+00
-1.727916825659999933e+00 -1.725813864919658602e+00
-1.835181957030000088e+00 -1.840722776246869197e+00
-2.245635481879999951e+00 -2.239380748437185265e+00
-2.554763484289999997e+00 -2.559245142537052153e+00
-1.583339055629999992e+00 -1.590360749188652667e+00
-1.921248039850000033e+00 -1.920836724934102291e+00
-1.865139527840000033e+00 -1.852470472018470593e+00
-2.787101134509999856e+00 -2.789312560420146969e+00
-1.859713830840000082e+00 -1.851325892175425869e+00
-2.415010515680000136e+00 -2.400213092419364092e+00
-1.999560926670000072e+00 -1.989534498681225116e+00
-2.459972612290000082e+00 -2.438682629336708985e+00
-1.791130516229999969e+00 -1.794214417959075103e+00
-7.265866804099999632e-01 -7.191257102126418221e-01
-2.589228145899999944e+00 -2.582286194228027743e+00
-2.303267166879999994e+00 -2.298048364866473126e+00
-1.870383467049999915e+00 -1.849499569723538350e+00
-2.851801701519999899e+00 -2.840840494720820786e+00
-2.251120703889999852e+00 -2.230464137450542950e+00
-2.966360897129999952e+00 -2.953340542147651071e+00
-1.866145045049999895e+00 -1.861518164714678569e+00
-1.753850380040000045e+00 -1.763484936175607087e+00
-2.292885813869999900e+00 -2.298316235426851595e+00
-2.199585371069999962e+00 -2.197419783111748792e+00
-2.083279802669999903e+00 -2.080038314772232333e+00
-1.965743606650000030e+00 -1.947171711682746942e+00
-2.208163471060000216e+00 -2.191827878993144019e+00
-1.888436873040000075e+00 -1.894857007728077525e+00
-2.482292298499999994e+00 -2.483734563921289773e+00
-2.441461447280000030e+00 -2.434275442245600107e+00
-1.758564791249999981e+00 -1.754705309617398568e+00
-2.778284620510000025e+00 -2.784678302123057225e+00
-2.261576307869999969e+00 -2.265616074418070447e+00
-1.950791291060000043e+00 -1.943936760972944988e+00
-1.528628802230000083e+00 -1.528947237860850628e+00
-1.428159563449999947e+00 -1.440268172150186210e+00
-3.018654270919999938e+00 -3.031136901613268986e+00
-2.298127477880000047e+00 -2.307716969943442553e+00
-2.134695027269999823e+00 -2.116263548196538391e+00
-1.794158326030000028e+00 -1.796938423065182810e+00
-1.899197881070000093e+00 -1.923522063413204641e+00
-2.318669089880000200e+00 -2.321935135169074904e+00
-2.352913928880000061e+00 -2.345328241479108122e+00
-2.555700069309999822e+00 -2.559849350726331796e+00
-2.392924909680000045e+00 -2.401105291449618484e+00
-2.108549142479999805e+00 -2.121453008519002204e+00
-1.588356830830000010e+00 -1.566615444835972593e+00
-2.208548451059999973e+00 -2.202115559883881524e+00
-2.288339240870000069e+00 -2.287962385970299994e+00
-1.857296614060000017e+00 -1.861087420836770479e+00
-1.688917415639999975e+00 -1.690811918758026833e+00
-2.488752482289999790e+00 -2.501738173118040809e+00
-2.377884378680000133e+00 -2.385276956158893125e+00
-2.301633812880000018e+00 -2.316189548949808774e+00
-2.569388008099999787e+00 -2.544941239807636091e+00
-1.846165875260000089e+00 -1.867715877965088644e+00
-1.274189216629999954e+00 -1.279866514303950931e+00
-2.364698516689999863e+00 -2.364112510857501182e+00
-2.015351117659999858e+00 -2.014277027246667906e+00
-2.605596879110000152e+00 -2.592042112605613902e+00
-2.931617838120000208e+00 -2.915555735520141578e+00
-3.016841602920000032e+00 -3.017338118137082859e+00
-2.475797100289999886e+00 -2.475578254417259760e+00
-2.564882772309999837e+00 -2.559185616159778132e+00
-2.838114659319999955e+00 -2.840327895089245658e+00
-2.762506008499999943e+00 -2.766755118169373695e+00
-2.611572018099999948e+00 -2.598584634789883108e+00
-3.476208524760000085e+00 -3.441843073658621854e+00
-2.554771746290000145e+00 -2.551436421031744395e+00
-2.480292706280000203e+00 -2.489515391365226815e+00
-1.836631318260000034e+00 -1.824554981535881470e+00
-1.869094440850000094e+00 -1.847131702152158717e+00
-2.217459082079999977e+00 -2.189967842684674260e+00
-2.867811502519999944e+00 -2.861204155834684570e+00
-1.588414076829999910e+00 -1.591218818992710338e+00
-2.064632416469999843e+00 -2.077530072760321200e+00
-3.065939891929999828e+00 -3.081033588169231230e+00
-1.747952605240000068e+00 -1.742895115620004765e+00
-2.061934527460000055e+00 -2.055626560118032575e+00
-2.583423041100000095e+00 -2.571972823751103476e+00
-1.970316057850000080e+00 -1.973511315925892129e+00
-2.339861238680000177e+00 -2.319256142718115310e+00
-2.218820892870000172e+00 -2.211666055635493233e+00
-1.532387001840000096e+00 -1.529626436097975883e+00
-2.243445699880000088e+00 -2.244955984685865324e+00
-2.013210401859999887e+00 -1.987613170208959223e+00
-2.132728789480000220e+00 -2.129226723492784412e+00
-2.238849469869999886e+00 -2.235522476947916726e+00
-1.851593974240000051e+00 -1.835770356001129144e+00
-2.282918434880000014e+00 -2.294231412409280413e+00
-2.367546421700000181e+00 -2.368560787875471974e+00
-2.039745734469999849e+00 -2.055885413618757873e+00
-2.252356032069999792e+00 -2.247039102416847012e+00
-2.950778952119999854e+00 -2.955268978469459462e+00
-1.708055392239999914e+00 -1.709032220508334587e+00
-2.321474723880000202e+00 -2.305954025816641995e+00
-2.312484279890000050e+00 -2.320025392342551562e+00
-2.597013742090000132e+00 -2.624226447883394542e+00
-1.983060943869999981e+00 -1.967580292319558000e+00
-1.714108147639999968e+00 -1.718308545306204138e+00
-2.354129762889999977e+00 -2.333886179512545400e+00
-2.104569484449999806e+00 -2.073843894676432154e+00
-2.143714461460000109e+00 -2.129190692507053395e+00
-2.137708819279999783e+00 -2.124945004102195334e+00
-2.529326882099999896e+00 -2.522278763061134299e+00
-2.451709829289999920e+00 -2.427282376277596132e+00
-2.514439893080000044e+00 -2.507078291538615389e+00
